ResourceID,GROUPID,ADDRESS_TYPE_E55,ADMINISTRATIVE_SUBDIVISION_E48,ADMINISTRATIVE_SUBDIVISION_TYPE_E55,ANCILLARY_FEATURE_TYPE_E55,BEGINNING_OF_EXISTENCE_TYPE_E55,COMPONENT_TYPE_E55,CONDITION_DESCRIPTION_E62,CONDITION_TYPE_E55,CONSTRUCTION_TECHNIQUE_E55,CULTURAL_PERIOD_E55,DATE_CONDITION_ASSESSED_E49,DATE_EVALUATED_E49,DESCRIPTION_E62,DESCRIPTION_OF_LOCATION_E62,DESCRIPTION_TYPE_E55,DESIGNATION_OR_PROTECTION_FROM_DATE_E49,END_DATE_OF_EXISTENCE_E49,END_OF_EXISTENCE_TYPE_E55,EXTERNAL_XREF_E42,EXTERNAL_XREF_TYPE_E55,FROM_DATE_E49,GEOMETRY_QUALIFIER_E55,HERITAGE_RESOURCE_TYPE_E55,HERITAGE_RESOURCE_USE_TYPE_E55,INTEGRITY_TYPE_E55,KEYWORD_E55,MANAGEMENT_RECOMMENDATION_E89,MATERIAL_E57,MODIFICATION_DESCRIPTION_E62,MODIFICATION_TYPE_E55,NAME_E41,NAME_TYPE_E55,PERIOD_OF_SIGNIFICANCE_FROM_DATE_E49,PERIOD_OF_SIGNIFICANCE_TO_DATE_E49,PLACE_ADDRESS_E45,REASONS_E62,RECOMMENDATION_TYPE_E55,RESOURCE_TYPE_CLASSIFICATION_E55,SETTING_TYPE_E55,SPATIAL_COORDINATES_GEOMETRY_E47,START_DATE_OF_EXISTENCE_E49,STATUS_E55,STYLE_E55,TO_DATE_E49,TYPE_OF_DESIGNATION_OR_PROTECTION_E55,UNIT_OF_MEASUREMENT_E55,VALUE_OF_MEASUREMENT_E60,PHOTO
HCM-149,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,HCM-149,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-149,EXTERNAL_RESOURCE.E1-3-122,,,,,,,,,,,,,,,,,,,71000145,745107d3-1257-47e6-8900-4498aa4f405e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-149,EXTERNAL_RESOURCE.E1-7,,,,,,,,,,,,,,,,,,,149,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-149,NAME.E41-1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ennis - Brown House,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-149,PROTECTION_EVENT.E65-1-122,,,,,,,,,,,,,,,,10/14/1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d60fd0f-5655-4641-95e3-241162e52ec3,,,
HCM-149,PROTECTION_EVENT.E65-4-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531123d5-1e76-411e-adfc-470da5fc45a5,,,
HCM-149,PROTECTION_EVENT.E65-7,,,,,,,,,,,,,,,,3/3/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a64724-fdf6-4281-85ca-48007c09bd74,,,
HCM-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph_J_Scott_Fireboat.JPG
HCM-154,ADMINISTRATIVE_SUBDIVISION.E48-1-1616,,Port of Los Angeles Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-118.2719500165729 33.746313083349172,-118.27052259039216 33.748064913284615,-118.27045527345784 33.748243451275812,-118.26953036109015 33.748054719888714,-118.26860117440567 33.74786524904389,-118.26857704847987 33.747860521737934,-118.26855282493209 33.747856124380021,-118.26852850393777 33.747852111925631,-118.268504118214 33.747848429345758,-118.26847963495528 33.747845104191526,-118.26845508714216 33.747842163867205,-118.26843050749177 33.747839553343951,-118.26840586319857 33.747837300172812,-118.26838115435004 33.74783543183149,-118.2683564465564 33.747833893217745,-118.26833167420682 33.747832739433782,-118.26830690299936 33.747831942855129,-118.26828213293362 33.747831503481784,-118.26825733111617 33.747831421387076,-118.26823256333297 33.747831696424313,-118.26820776388533 33.747832356217899,-118.26818299838339 33.747833345665747,-118.26815826700243 33.747834719723279,-118.26813356965448 33.747836450912928,-118.26810890633908 33.747838539234593,-118.26808427705596 33.74784098468831,-118.26805971469791 33.747843787200857,-118.26803890179862 33.747846471444625,-118.26787563769697 33.747738791836682,-118.26785046395537 33.747756158964378,-118.26803405553727 33.747451459687788,-118.2686153161646 33.746486650389755,-118.26863985556159 33.746445955771165,-118.26907390233175 33.745725476793851,-118.2719500165729 33.746313083349172)),((-118.27883105614984 33.739492211099574,-118.27883314012988 33.740119856364927,-118.27864491040215 33.740120292434185,-118.27864282782896 33.739492647165527,-118.27883105614984 33.739492211099574)))",,,,,,,,
HCM-154,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,HCM-154,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-154,EXTERNAL_RESOURCE.E1-3-841,,,,,,,,,,,,,,,,,,,89001430,745107d3-1257-47e6-8900-4498aa4f405e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-154,EXTERNAL_RESOURCE.E1-7,,,,,,,,,,,,,,,,,,,154,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-154,NAME.E41-15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph J. Scott Fireboat No. 2 (Berth 85) and Old Firehouse No. 112 (Berth 227),81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-154,NAME.E41-5-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph J. Scott (Fireboat),14dfac42-ed63-4a51-aa99-d846a0e2f9cf,,,,,,,,,,,,,,,,
HCM-154,PHASE_TYPE_ASSIGNMENT.E17-201512,,,,,,,,,,,,,,,,,,,,,,,d8cd94db-8a95-40fa-a068-65dd7302f382,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-154,PROTECTION_EVENT.E65-1-841,,,,,,,,,,,,,,,,6/30/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d60fd0f-5655-4641-95e3-241162e52ec3,,,
HCM-154,PROTECTION_EVENT.E65-2-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281198f5-8f43-49ca-9315-77676944f4b9,,,
HCM-154,PROTECTION_EVENT.E65-4-841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531123d5-1e76-411e-adfc-470da5fc45a5,,,
HCM-154,PROTECTION_EVENT.E65-7,,,,,,,,,,,,,,,,5/5/1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a64724-fdf6-4281-85ca-48007c09bd74,,,
HCM-171,ADMINISTRATIVE_SUBDIVISION.E48-1-1598,fca22099-63d5-49eb-9e25-702d5efe663c,Port of Los Angeles Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210 E SWINFORD ST,,,,,"MULTIPOLYGON (((-118.27912230758774 33.732024174581007,-118.27912598766433 33.732042737493749,-118.27912592515017 33.732061553265467,-118.27912212178062 33.732080098821264,-118.27911468328629 33.732097858597825,-118.27910381645404 33.732114338876002,-118.27908982337841 33.732129081506287,-118.27907309306369 33.732141676645242,-118.2790540906098 33.732151774149358,-118.27903334428238 33.732159093308965,-118.27901143082728 33.73216343065198,-118.27898895943665 33.732164665600664,-118.27896655481339 33.73216276382351,-118.27894483980425 33.73215777818978,-118.27892441808464 33.732149847299709,-118.27890585737609 33.732139191631347,-118.2788896736637 33.73212610741129,-118.27877650860424 33.731987304217078,-118.27871507399357 33.731917487915496,-118.2785321476352 33.731786045294037,-118.27862202578586 33.731716015923254,-118.27866432325695 33.731717456717647,-118.27879276140649 33.731711883398667,-118.27884100141445 33.731708545046757,-118.2788893064498 33.731711145403956,-118.27893663489024 33.731719628397627,-118.27895306353646 33.731721116486305,-118.27896902372916 33.731724695095707,-118.27898413675138 33.731730279309581,-118.27899804398827 33.731737736620914,-118.2790104154367 33.731746890076366,-118.27902095753576 33.731757522474773,-118.27902942013262 33.731769381521424,-118.27903560241845 33.73178218581441,-118.27912230758774 33.732024174581007)))",,,,,,,,
HCM-171,BEGINNING_OF_EXISTENCE.E63-2,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855-01-01,,,,,,,
HCM-171,DESCRIPTION.E62-434,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it reflects 'the broad cultural, political, economic or social history of the nation, state, or community,'' as the site of the first shipping and recieving point in San Pedro Bay developed by August W. Timms in the mid-19th century.  Timms is known for establishing the first developments in San Pedro Bay, including a freight loading dock and small commercial establishments.  Although the site no longer retains any structures from its period of significance, a small landscaped park commemorates its history.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,EVALUATION_CRITERIA_ASSIGNMENT.E13-434,,,,,,,,,,,,6/27/2014,,,,,,,,,,,,,,,,,,,,,1855-01-01,,,"The property meets the criteria for HCM designation because it reflects +óGé¼+ôthe broad cultural, political, economic or social history of the nation, state, or community,' as the site of the first shipping and recieving point in San Pedro Bay developed by August W. Timms in the mid-19th century.  Timms is known for establishing the first developments in San Pedro Bay, including a freight loading dock and small commercial establishments.  Although the site no longer retains any structures from its period of significance, a small landscaped park commemorates its history.",,,,,,a45fb922-72db-4b77-b340-31e234079389,,,,,,
HCM-171,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,HCM-171,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,EXTERNAL_RESOURCE.E1-11-215,,,,,,,,,,,,,,,,,,,018B201    66,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,1076911,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,EXTERNAL_RESOURCE.E1-3,,,,,,,,,,,,,,,,,,,171,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,KEYWORD.E55-0,,,,,,,,,,,,,,,,,,,,,,,,,,9a222bc6-3ecc-44af-b4f0-a113b1e3da2c,,,,,,,,,,,,,,,,,,,,,,
HCM-171,NAME.E41-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Site of Timm's Landing,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-171,NAME.E41-10-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 171,726d46f0-5780-422d-8116-fd25e5dd5aee,,,,,,,,,,,,,,,,
HCM-171,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,1eebb2d6-ef64-40bf-ae46-e8974cadf6bc,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,f1dc2593-b562-42ec-b362-0608274de3a3,,,,,
HCM-171,PHASE_TYPE_ASSIGNMENT.E17-2,,,,,,,,,,,,,,,,,,,,,,,508709d3-dc0e-4590-8e2b-3e95c73302df,98fb7f40-6653-4ad8-800f-398fa8c3f976,,,,,,,,,,,,,,,,,,,,,,,,
HCM-171,PROTECTION_EVENT.E65-7,,,,,,,,,,,,,,,,2/16/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a64724-fdf6-4281-85ca-48007c09bd74,,,
HCM-171,RESOURCE_TYPE_CLASSIFICATION.E55-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4699732-efee-46c0-87e1-3f0a930a43db,,,,,,,,,,
HCM-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SecondBaptistChurch.jpg
HCM-200,ADMINISTRATIVE_SUBDIVISION.E48-1-211,,Southeast Los Angeles Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON (((-118.25639975216636 34.021076841511594,-118.25654538409913 34.021141409208987,-118.25635236847189 34.02144490878436,-118.25620670307521 34.021380313444624,-118.2560610709881 34.021315745337766,-118.2559154390416 34.021251149577004,-118.25610845589048 34.020947678182054,-118.25625408745786 34.021012273708848,-118.25639975216636 34.021076841511594)))",,,,,,,,
HCM-200,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,HCM-200,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-200,EXTERNAL_RESOURCE.E1-3-1111,,,,,,,,,,,,,,,,,,,9000151,745107d3-1257-47e6-8900-4498aa4f405e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-200,EXTERNAL_RESOURCE.E1-7,,,,,,,,,,,,,,,,,,,200,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-200,NAME.E41-1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second Baptist Church Building,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-200,PROTECTION_EVENT.E65-1-1111,,,,,,,,,,,,,,,,3/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d60fd0f-5655-4641-95e3-241162e52ec3,,,
HCM-200,PROTECTION_EVENT.E65-4-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531123d5-1e76-411e-adfc-470da5fc45a5,,,
HCM-200,PROTECTION_EVENT.E65-7,,,,,,,,,,,,,,,,10/18/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a64724-fdf6-4281-85ca-48007c09bd74,,,
HCM-228,ADMINISTRATIVE_SUBDIVISION.E48-1-648,fca22099-63d5-49eb-9e25-702d5efe663c,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837 W LAURELWOOD DR,,,,,"MULTIPOLYGON (((-118.39072287893175 34.141076629651423,-118.39089964116776 34.141151652674047,-118.39037257139054 34.141940598826842,-118.39019912271746 34.14186061813129,-118.39014132859889 34.141833957772988,-118.39002564120017 34.141780609815079,-118.38999682700391 34.141767320549214,-118.38985225941519 34.141700655887369,-118.39036935554006 34.140926610309627,-118.3905460839654 34.141001606477204,-118.39066396927281 34.14105162188423,-118.39072287893175 34.141076629651423)))",,,,,,,,
HCM-228,BEGINNING_OF_EXISTENCE.E63-2,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1949,,,,,,,
HCM-228,DESCRIPTION.E62-669,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it reflects the 'broad cultural, economic, or social history of the nation, state, or community.' The complex is considered an important prototype for the design professions and a clear and useful example of the integration of the natural and built environments.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,EVALUATION_CRITERIA_ASSIGNMENT.E13-669,,,,,,,,,,,,6/12/2014,,,,,,,,,,,,,,,,,,,,,1/1/1949,,,"The property meets the criteria for HCM designation because it reflects the G+ç-úbroad cultural, economic, or social history of the nation, state, or community.' The complex is considered an important prototype for the design professions and a clear and useful example of the integration of the natural and built environments.",,,,,,a45fb922-72db-4b77-b340-31e234079389,,,,,,
HCM-228,EVALUATION_CRITERIA_ASSIGNMENT.E13-670,,,,,,,,,,,,7/8/2014,,,,,,,,,,,,,,,,,,,,,1/1/1949,,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent example of Modern, ubiquitous courtyard housing. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Rudolph M. Schindler. The property was his last and largest courtyard housing design.",,,,,,a45fb922-72db-4b77-b340-31e234079389,,,,,,
HCM-228,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,HCM-228,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,EXTERNAL_RESOURCE.E1-11-259,,,,,,,,,,,,,,,,,,,162B169   340,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,EXTERNAL_RESOURCE.E1-11-260,,,,,,,,,,,,,,,,,,,162B169   338,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,16124,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,EXTERNAL_RESOURCE.E1-3,,,,,,,,,,,,,,,,,,,228,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-228,KEYWORD.E55-0,,,,,,,,,,,,,,,,,,,,,,,,,,1055f99e-bf59-42d0-b1b7-fff2ccf0a643,,,,,,,,,,,,,,,,,,,,,,
HCM-228,NAME.E41-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurelwood Apartments,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-228,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurelwood Penthouse,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,
HCM-228,NAME.E41-10-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 228,726d46f0-5780-422d-8116-fd25e5dd5aee,,,,,,,,,,,,,,,,
HCM-228,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,3e03ca61-aa33-4040-98a9-95d5163b52df,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,c65660b3-16bb-481f-8777-8c0f25231b20,,,,,
HCM-228,PROTECTION_EVENT.E65-7,,,,,,,,,,,,,,,,4/22/1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a64724-fdf6-4281-85ca-48007c09bd74,,,
HCM-228,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
HCM-247,ADMINISTRATIVE_SUBDIVISION.E48-1-304,fca22099-63d5-49eb-9e25-702d5efe663c,Hollywood Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962 N GLENCOE WAY,,,,,"MULTIPOLYGON (((-118.33851959538015 34.105856562851173,-118.33851828070098 34.105858215263517,-118.33851696602179 34.105859867675768,-118.33851571763267 34.10586157486005,-118.33851446924361 34.105863282044211,-118.33851328692212 34.105864989043354,-118.33851213774578 34.105866723428434,-118.33851102171441 34.105868485199501,-118.33850993882817 34.105870274356505,-118.33850888897567 34.105872063420939,-118.33850787215698 34.105873852392875,-118.33850692151728 34.105875668658207,-118.33850597098875 34.105877512402088,-118.33850508652795 34.10587935596083,-118.33850423510088 34.105881199427081,-118.33850341681894 34.105883070279241,-118.3385026316821 34.105884968517458,-118.33850191250167 34.105886839092015,-118.33850119354372 34.105888764623629,-118.3385005405422 34.105890662491603,-118.33849995371959 34.105892587653095,-118.33849936689701 34.10589451281453,-118.33849881321952 34.105896465361916,-118.33849832549845 34.105898390245748,-118.33849787103378 34.105900369994089,-118.33849748252557 34.105902322078798,-118.33849709401733 34.105904274163571,-118.33849677168806 34.10590625354174,-118.33849648239264 34.105908232827382,-118.33849559870997 34.105910268735641,-118.33849511732221 34.10571791832254,-118.33849455772936 34.10549808930687,-118.33871125943192 34.105497619482627,-118.33872579426482 34.105497578740753,-118.33871274304146 34.105700766263162,-118.33871261981132 34.105702964914414,-118.33870790221249 34.105704516951846,-118.33870278920973 34.105706317406771,-118.33869770957445 34.105708200204404,-118.33869266319537 34.105710137866282,-118.33868765018379 34.105712157870869,-118.33868267053963 34.105714260218193,-118.33867775718547 34.105716417337199,-118.33867287719869 34.105718656798949,-118.33866806361323 34.105720978510881,-118.33866328328381 34.105723355087058,-118.33865856924439 34.105725786434881,-118.33865388857231 34.105728300125513,-118.33864927430143 34.105730896066312,-118.3386447263205 34.105733546778815,-118.33864021159565 34.105736252355598,-118.33863576316067 34.105739012704127,-118.3386313480931 34.105741855395415,-118.33862703246049 34.105744780244386,-118.33862274997267 34.105747732479124,-118.33861856691985 34.105750766871573,-118.33861441712308 34.105753856128302,-118.3386103336162 34.105757000156792,-118.33860631651044 34.105760226435535,-118.33860239861713 34.105763479914998,-118.33859851409119 34.105766815737269,-118.33859469574382 34.105770178852829,-118.33859097683141 34.105773624126094,-118.3385873240976 34.105777096692698,-118.33858373776496 34.105780651509555,-118.33858021761095 34.105784233619737,-118.33857679678063 34.105787870409145,-118.33857344224022 34.105791561970378,-118.33857015398972 34.105795308303428,-118.33856696506292 34.10579910931574,-118.33856637323562 34.105799797944471,-118.33851959538015 34.105856562851173)))",,,,,,,,
HCM-247,BEGINNING_OF_EXISTENCE.E63-2,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1924,,,,,,,
HCM-247,DESCRIPTION.E62-646,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it embodies the ''distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,'' as an example of textile block construction and design. This system was designed to provide a modular approach to on-site construction. It is also associated with the ''notable work of a master builder, designer, or architect,'' as a work by master architect Frank Lloyd Wright, and supervised by his son Lloyd Wright. The residence is one of four textile block homes he designed. Other architects who worked on the home through the 1960s include Rudolph Schindler, Robert Clark and John Lautner. The Period of Significance end date is listed as 1952, which is approximately when Schindler finished the guest apartments and furnishings for the home. The HCM nomination is unclear about when the contributions by Clark and Lautner were made.\nThe property meets Criterion C for National Register designation for similar reasons.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,EVALUATION_CRITERIA_ASSIGNMENT.E13-645,,,,,,,,,,,,6/16/2014,,,,,,,,,,,,,,,,,,,,,1/1/1924,,,"The property meets the criteria for HCM designation because it reflects the G+ç-úbroad cultural, economic, or social history of the nation, state, or community.' It was one of the first hillside houses to be built in the Hollywood Heights area. As a modular design, it represented a 'do-it-yourself' system.",,,,,,a45fb922-72db-4b77-b340-31e234079389,,,,,,
HCM-247,EVALUATION_CRITERIA_ASSIGNMENT.E13-646,,,,,,,,,,,,8/5/2014,,,,,,,,,,,,,,,,,,,,,1/1/1924,12/31/1952,,"The property meets the criteria for HCM designation because it embodies the ''distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,'' as an example of textile block construction and design. This system was designed to provide a modular approach to on-site construction. It is also associated with the ''notable work of a master builder, designer, or architect,'' as a work by master architect Frank Lloyd Wright, and supervised by his son Lloyd Wright. The residence is one of four textile block homes he designed. Other architects who worked on the home through the 1960s include Rudolph Schindler, Robert Clark and John Lautner. The Period of Significance end date is listed as 1952, which is approximately when Schindler finished the guest apartments and furnishings for the home. The HCM nomination is unclear about when the contributions by Clark and Lautner were made.\nThe property meets Criterion C for National Register designation for similar reasons.",,,,,,e3fcaa2d-6111-4aad-8735-480279d960cc,,,,,,
HCM-247,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,HCM-247,a152b4b5-8e1f-42df-b275-2506dbcfcd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,EXTERNAL_RESOURCE.E1-11-266,,,,,,,,,,,,,,,,,,,150A185   205,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,EXTERNAL_RESOURCE.E1-2,,,,,,,,,,,,,,,,,,,771903,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,EXTERNAL_RESOURCE.E1-3,,,,,,,,,,,,,,,,,,,247,132292ce-3209-4e4b-9341-a18fe44e21fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,EXTERNAL_RESOURCE.E1-4,,,,,,,,,,,,,,,,,,,71000146,745107d3-1257-47e6-8900-4498aa4f405e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM-247,KEYWORD.E55-0,,,,,,,,,,,,,,,,,,,,,,,,,,45ffc5a9-cf34-4844-b06f-d3204c25e757,,,,,,,,,,,,,,,,,,,,,,
HCM-247,MODIFICATION_EVENT.E11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guest apartments and furniture designed by Rudolph Schindler between 1928-1952,,,,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freeman House,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Freeman House,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-10-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 247,726d46f0-5780-422d-8116-fd25e5dd5aee,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Lloyd Wright Textile Block House,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Freeman House,f7aecc0c-9022-440f-a934-7c9456281fd1,,,,,,,,,,,,,,,,
HCM-247,NAME.E41-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Lloyd Wright Textile Block House (Thematic) Freeman House,3d2ef9d9-e2f1-4286-8922-1b153504e6f5,,,,,,,,,,,,,,,,
HCM-247,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,0efc7928-68a9-4f01-87e3-4744d9021fbd,,,,,
HCM-247,PROTECTION_EVENT.E65-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d60fd0f-5655-4641-95e3-241162e52ec3,,,
HCM-247,PROTECTION_EVENT.E65-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531123d5-1e76-411e-adfc-470da5fc45a5,,,
