ResourceID,GROUPID,ADDRESS_TYPE_E55,ADMINISTRATIVE_SUBDIVISION_E48,ADMINISTRATIVE_SUBDIVISION_TYPE_E55,ANCILLARY_FEATURE_TYPE_E55,BEGINNING_OF_EXISTENCE_TYPE_E55,COMPONENT_TYPE_E55,CONDITION_DESCRIPTION_E62,CONDITION_TYPE_E55,CONSTRUCTION_TECHNIQUE_E55,CULTURAL_PERIOD_E55,DATE_CONDITION_ASSESSED_E49,DATE_EVALUATED_E49,DESCRIPTION_E62,DESCRIPTION_OF_LOCATION_E62,DESCRIPTION_TYPE_E55,DESIGNATION_OR_PROTECTION_FROM_DATE_E49,END_DATE_OF_EXISTENCE_E49,END_OF_EXISTENCE_TYPE_E55,EXTERNAL_XREF_E42,EXTERNAL_XREF_TYPE_E55,FROM_DATE_E49,GEOMETRY_QUALIFIER_E55,HERITAGE_RESOURCE_TYPE_E55,HERITAGE_RESOURCE_USE_TYPE_E55,INTEGRITY_TYPE_E55,KEYWORD_E55,MANAGEMENT_RECOMMENDATION_E89,MATERIAL_E57,MODIFICATION_DESCRIPTION_E62,MODIFICATION_TYPE_E55,NAME_E41,NAME_TYPE_E55,PERIOD_OF_SIGNIFICANCE_FROM_DATE_E49,PERIOD_OF_SIGNIFICANCE_TO_DATE_E49,PLACE_ADDRESS_E45,REASONS_E62,RECOMMENDATION_TYPE_E55,RESOURCE_TYPE_CLASSIFICATION_E55,SETTING_TYPE_E55,SPATIAL_COORDINATES_GEOMETRY_E47,START_DATE_OF_EXISTENCE_E49,STATUS_E55,STYLE_E55,TO_DATE_E49,TYPE_OF_DESIGNATION_OR_PROTECTION_E55,UNIT_OF_MEASUREMENT_E55,VALUE_OF_MEASUREMENT_E60,PHOTO
00ec679e-f765-44d2-b772-5e9e76f8c353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG
00ec679e-f765-44d2-b772-5e9e76f8c353,ADMINISTRATIVE_SUBDIVISION.E48-1-6060,fca22099-63d5-49eb-9e25-702d5efe663c,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752 N KNOBHILL DR,,,,,POINT (-118.44782 34.13943),,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1966,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,00ec679e-f765-44d2-b772-5e9e76f8c353,3a733e36-6b1d-411c-b51c-bc7c339dd84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,EXTERNAL_RESOURCE.E1-11-17497,,,,,,,,,,,,,,,,,,,162B149   391,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,EXTERNAL_RESOURCE.E1-11-17498,,,,,,,,,,,,,,,,,,,162B149   398,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,EXTERNAL_RESOURCE.E1-8,,,,,,,,,,,,,,,,,,,11931,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,MODIFICATION_EVENT.E11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not fully visible from the pubic right-of-way.,18310916-7403-4f31-a8ef-600363ff4b5f,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752 N KNOBHILL DR,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,f13217d7-e628-49fd-847d-aba26e6f9547,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,PHASE_TYPE_ASSIGNMENT.E17-2,,,,,,,,,,,,,,,,,,,,,,,c470c305-ddf4-4527-b55c-7a73b33beb41,98fb7f40-6653-4ad8-800f-398fa8c3f976,,,,,,,,,,,,,,,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
00ec679e-f765-44d2-b772-5e9e76f8c353,RESOURCE_TYPE_CLASSIFICATION.E55-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d9af83-4af1-4554-b9e9-09fb59ca03a6,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG
096586a8-4619-4121-862b-af44b5bbc815,ADMINISTRATIVE_SUBDIVISION.E48-1-6070,fca22099-63d5-49eb-9e25-702d5efe663c,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658 N KNOBHILL DR,,,,,POINT (-118.44892 34.13722),,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1966,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,096586a8-4619-4121-862b-af44b5bbc815,3a733e36-6b1d-411c-b51c-bc7c339dd84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EXTERNAL_RESOURCE.E1-11-17505,,,,,,,,,,,,,,,,,,,162B149   509,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EXTERNAL_RESOURCE.E1-11-17506,,,,,,,,,,,,,,,,,,,162B149   524,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EXTERNAL_RESOURCE.E1-11-17507,,,,,,,,,,,,,,,,,,,162B149   524,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,EXTERNAL_RESOURCE.E1-8,,,,,,,,,,,,,,,,,,,12033,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,MODIFICATION_EVENT.E11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not fully visible from the pubic right-of-way.,9bc61bd7-d09b-4c13-97a0-ceee3e02be46,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658 N KNOBHILL DR,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,f13217d7-e628-49fd-847d-aba26e6f9547,,,,,
096586a8-4619-4121-862b-af44b5bbc815,PHASE_TYPE_ASSIGNMENT.E17-2,,,,,,,,,,,,,,,,,,,,,,,c470c305-ddf4-4527-b55c-7a73b33beb41,98fb7f40-6653-4ad8-800f-398fa8c3f976,,,,,,,,,,,,,,,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
096586a8-4619-4121-862b-af44b5bbc815,RESOURCE_TYPE_CLASSIFICATION.E55-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d9af83-4af1-4554-b9e9-09fb59ca03a6,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG
11499153-25d9-4beb-85e4-44357e9bd4a6,ADMINISTRATIVE_SUBDIVISION.E48-1-6059,fca22099-63d5-49eb-9e25-702d5efe663c,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801 N OAKFIELD DR,,,,,POINT (-118.44771 34.13974),,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1966,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,11499153-25d9-4beb-85e4-44357e9bd4a6,3a733e36-6b1d-411c-b51c-bc7c339dd84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,EXTERNAL_RESOURCE.E1-11-17499,,,,,,,,,,,,,,,,,,,162B149   376,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,EXTERNAL_RESOURCE.E1-8,,,,,,,,,,,,,,,,,,,11921,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,MODIFICATION_EVENT.E11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not fully visible from the pubic right-of-way.,9f1f3e67-dca3-4f5e-b020-da5ac4c25c46,,,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801 N OAKFIELD DR,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,f13217d7-e628-49fd-847d-aba26e6f9547,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,PHASE_TYPE_ASSIGNMENT.E17-2,,,,,,,,,,,,,,,,,,,,,,,c470c305-ddf4-4527-b55c-7a73b33beb41,98fb7f40-6653-4ad8-800f-398fa8c3f976,,,,,,,,,,,,,,,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
11499153-25d9-4beb-85e4-44357e9bd4a6,RESOURCE_TYPE_CLASSIFICATION.E55-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d9af83-4af1-4554-b9e9-09fb59ca03a6,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0167e70-f8f7-4e56-8967-11eade443ef7.JPG
1469470f-eca8-477d-b617-431607ba5b23,ADMINISTRATIVE_SUBDIVISION.E48-1-1776,fca22099-63d5-49eb-9e25-702d5efe663c,South Los Angeles Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218 S HARVARD BLVD,,,,,POINT (-118.30616 34.03572),,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1910,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,1469470f-eca8-477d-b617-431607ba5b23,3a733e36-6b1d-411c-b51c-bc7c339dd84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-11-4066,,,,,,,,,,,,,,,,,,,123B193   175,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-11-4067,,,,,,,,,,,,,,,,,,,123B193   175,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-11-4068,,,,,,,,,,,,,,,,,,,123B193   175,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-11-4069,,,,,,,,,,,,,,,,,,,123B193   175,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,EXTERNAL_RESOURCE.E1-8,,,,,,,,,,,,,,,,,,,571714,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,MODIFICATION_EVENT.E11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18310916-7403-4f31-a8ef-600363ff4b5f,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W.ESLEY W BECKETT HOUSE,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,NAME.E41-12-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W.ESLEY W BECKETT HOUSE,7ad76f8c-ffae-4773-b415-899fbf2a6ffd,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,NAME.E41-2-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218 S HARVARD BLVD,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,PHASE_TYPE_ASSIGNMENT.E17-1,,,,,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
1469470f-eca8-477d-b617-431607ba5b23,RESOURCE_TYPE_CLASSIFICATION.E55-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d9af83-4af1-4554-b9e9-09fb59ca03a6,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572e1960-108d-4620-9825-0800bf4fe92e.JPG
1657a7a0-4918-4ff2-aec6-a731be1e7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e14bcd09-1555-43ed-a0db-255a945cfea3.JPG
1657a7a0-4918-4ff2-aec6-a731be1e7717,ADMINISTRATIVE_SUBDIVISION.E48-1-6313,fca22099-63d5-49eb-9e25-702d5efe663c,Brentwood - Pacific Palisades Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543 N CLIFFWOOD AVE,,,,d651332a-e3f8-446e-90af-f073d0c40ef1,POINT (-118.48812 34.06555),,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1929,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-CHIMNEY1,,,,,,135efa5c-b52a-405a-ad66-fa719c525620,,,797ab4c3-30c6-4f5d-8458-c5d232f887b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-CLADDING1,,,,,,0393f698-5d8b-484d-9bad-49faca3bb857,,,cc243fbb-8017-4915-85d2-392cdc0348cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-CONSTRUCTION1,,,,,,514e6c05-5066-4a56-8153-cb715856db30,,,d5c6ee7e-092c-4dc4-99d2-66cc4b6a2efa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-DETAILS1,,,,,,d727afac-0c0d-48b2-90fd-bc1af457db6a,,,d0609a11-fb21-4b23-a96f-5d9d599b8e05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-DOOR2,,,,,,c7581524-f148-4903-82f0-10650eeadc66,,,30057040-fb86-4b17-b06c-b1f587d952d2,,,,,,,,,,,,,,,,,,,MATERIAL:35,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-ENTRYWAY2,,,,,,18152a76-eeae-4ea9-a3ad-8438c1b2e463,,,229eaa62-052c-4fe8-aa45-a888751cece3,,,,,,,,,,,,,,,,,,,MATERIAL:35,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-FACADE1,,,,,,7064176e-9c89-4620-8b34-2f6e34027a18,,,34e523c3-7de2-4ca7-afdf-5b5ce2058aee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-PLAN1,,,,,,09b7aa7f-a920-44d4-97c6-cd833b87991d,,,77ed0cff-f7a3-4edb-92c7-c50ee2a4c79b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-ROOF1,,,,,,ba901f42-bd96-49eb-9170-1bd83adec7e1,,,a6ce7f57-51d7-446f-9325-3d9a66f5b7d4,,,,,,,,,,,,,,,,,,,MATERIAL:4,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-WINDOW1,,,,,,43629427-7d95-4b79-97cc-e6631ead681b,,,492565ff-68d1-45f2-aba0-b3ef4e814da5,,,,,,,,,,,,,,,,,,,MATERIAL:35,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-WINDOW2,,,,,,43629427-7d95-4b79-97cc-e6631ead681b,,,88bc335c-e579-45f9-9928-cd36176660c9,,,,,,,,,,,,,,,,,,,MATERIAL:35,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,COMPONENT.E18-WINDOW3,,,,,,43629427-7d95-4b79-97cc-e6631ead681b,,,63a8f1d1-d2e7-4034-8c7d-44561ea753f9,,,,,,,,,,,,,,,,,,,MATERIAL:35,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,DESCRIPTION.E62-1888,,,,,,,,,,,,,"Excellent example of residential development that represents the original vision of Brentwood Park, one of Brentwood's earliest subdivisions. Originally subdivided in 1906, Brentwood Park was also one of the first subdivisions along the Westgate streetcar line on San Vicente Boulevard.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,DESCRIPTION.E62-3,,,,,,,,,,,,,Not fully visible from the public right-of-way,,a5b8c81d-5ddc-4610-9bad-eaccf85d2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,EVALUATION_CRITERIA_ASSIGNMENT.E13-1887,,,,,,,,,,,,2/28/2013,,,,,,,,,,,,,f4821e7f-13c1-4881-959f-82fbb380021a,,,,,,,,1/1/1929,,,Excellent example of Spanish Colonial Revival residential architecture in the Brentwood Park area of Brentwood; work of master architect Paul R. Williams.,,,,,,deb2ddcf-ea00-48e7-bbfc-5d007196c77c,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,EVALUATION_CRITERIA_ASSIGNMENT.E13-1888,,,,,,,,,,,,2/28/2013,,,,,,,,,,,,,f4821e7f-13c1-4881-959f-82fbb380021a,,,,,,,,1/1/1929,,,"Excellent example of residential development that represents the original vision of Brentwood Park, one of Brentwood's earliest subdivisions. Originally subdivided in 1906, Brentwood Park was also one of the first subdivisions along the Westgate streetcar line on San Vicente Boulevard.",,,,,,deb2ddcf-ea00-48e7-bbfc-5d007196c77c,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,EXTERNAL_RESOURCE.E1-1,,,,,,,,,,,,,,,,,,,1657a7a0-4918-4ff2-aec6-a731be1e7717,3a733e36-6b1d-411c-b51c-bc7c339dd84b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,EXTERNAL_RESOURCE.E1-11-18967,,,,,,,,,,,,,,,,,,,135B137   393,2dd2db1d-9395-4c1c-9872-a5c5a4120473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,EXTERNAL_RESOURCE.E1-8,,,,,,,,,,,,,,,,,,,950356,5bb559cb-de0f-4d03-9111-83a1d6027da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,KEYWORD.E55-0,,,,,,,,,,,,,,,,,,,,,,,,,,8b4dca8d-0530-4179-b14a-9b65d248ea97,,,,,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,MODIFICATION_EVENT.E11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not fully visible from the public right-of-way.,18310916-7403-4f31-a8ef-600363ff4b5f,,,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,NAME.E41-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rainer Residence,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,NAME.E41-12-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rainer Residence,7ad76f8c-ffae-4773-b415-899fbf2a6ffd,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,NAME.E41-2-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543 N CLIFFWOOD AVE,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,PHASE_TYPE_ASSIGNMENT.E17-1,,,,62c86421-0dfd-4599-98d5-2979d56cb6f8,,,,,,,,,,,,,,,,,,,11ef09c8-d798-4121-8c4e-9e90b58ea18c,f4d86944-36e8-442a-b863-d5cc206a66b0,,,,,,,,,,,,,,,,,,,72d512b1-974a-4d5c-800b-19eb6f680e18,,,,,
1657a7a0-4918-4ff2-aec6-a731be1e7717,RESOURCE_TYPE_CLASSIFICATION.E55-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e675887c-23e3-4c60-9036-c7c864b4272f,,,,,,,,,,
1f61d932-6840-4b47-856c-af7260231c04,ADMINISTRATIVE_SUBDIVISION.E48-1-1792,fca22099-63d5-49eb-9e25-702d5efe663c,South Los Angeles Community Plan Area,65d9bdc4-3b80-454b-b951-e8c730b74e81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218 S HOBART BLVD,,,,,POINT (-118.30748 34.03577),,,,,,,,
1f61d932-6840-4b47-856c-af7260231c04,BEGINNING_OF_EXISTENCE.E63-0,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1924,,,,,,,
1f61d932-6840-4b47-856c-af7260231c04,EVALUATION_CRITERIA_ASSIGNMENT.E13-3-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d84f450-33ce-48df-8c11-264610a7f362,,,,,,
