ResourceID,ACTIVITY_TYPE_E55,EXTERNAL_XREF_E42,EXTERNAL_XREF_TYPE_E55,NAME_E41,NAME_TYPE_E55,SPATIAL_COORDINATES_GEOMETRY_E47
LAS-002,7bc760cd-ec62-422f-8036-98ab255767a8,LAS-002,a152b4b5-8e1f-42df-b275-2506dbcfcd25,SurveyLA - Bel Air - Beverly Crest Survey,81dd62d2-6701-4195-b74b-8057456bba4b,"POLYGON((-118.4513 34.1318,-118.4495 34.1319,-118.4486 34.1312,-118.4464 34.1305,-118.4431 34.1303,-118.4419 34.1311,-118.4413 34.1311,-118.4408 34.1315,-118.4392 34.1312,-118.4388 34.1316,-118.4383 34.1316,-118.4357 34.1306,-118.4346 34.1306,-118.434 34.1309,-118.4333 34.1317,-118.4328 34.1319,-118.4317 34.132,-118.4313 34.1317,-118.4307 34.1317,-118.43 34.1321,-118.4297 34.1319,-118.4297 34.1316,-118.4294 34.1313,-118.4283 34.1314,-118.4281 34.1312,-118.4266 34.1312,-118.4263 34.1309,-118.4248 34.1302,-118.4239 34.1301,-118.4232 34.1303,-118.4225 34.1298,-118.4213 34.1299,-118.4209 34.1286,-118.4195 34.1276,-118.4184 34.1273,-118.4182 34.1271,-118.4167 34.1272,-118.4162 34.1266,-118.4156 34.1264,-118.4149 34.1265,-118.4145 34.127,-118.4145 34.1276,-118.4141 34.1279,-118.414 34.1282,-118.4142 34.1286,-118.4141 34.129,-118.4132 34.1289,-118.4126 34.1295,-118.4123 34.1296,-118.4088 34.1297,-118.4075 34.1295,-118.407 34.1292,-118.4067 34.1281,-118.4062 34.1275,-118.4047 34.1277,-118.4043 34.128,-118.4038 34.1278,-118.4039 34.1272,-118.4033 34.1265,-118.4033 34.1259,-118.4031 34.1254,-118.4022 34.1249,-118.4019 34.1244,-118.4015 34.1244,-118.4008 34.1241,-118.4006 34.1237,-118.4002 34.1236,-118.4001 34.1232,-118.3998 34.1229,-118.3995 34.1229,-118.3989 34.1223,-118.3989 34.1219,-118.3987 34.1217,-118.3981 34.1215,-118.3982 34.1198,-118.3975 34.1191,-118.3972 34.119,-118.3962 34.1191,-118.3954 34.1197,-118.3947 34.1199,-118.3941 34.1203,-118.3932 34.1201,-118.3929 34.1211,-118.3927 34.1213,-118.3921 34.1215,-118.3914 34.1222,-118.3904 34.1223,-118.3902 34.1229,-118.3896 34.123,-118.3891 34.1233,-118.3882 34.1232,-118.3877 34.1234,-118.3872 34.1232,-118.3867 34.1218,-118.386 34.1215,-118.3855 34.1217,-118.385 34.1222,-118.3832 34.1221,-118.3828 34.1226,-118.3814 34.1224,-118.3812 34.1229,-118.3809 34.1231,-118.3804 34.123,-118.3799 34.1226,-118.3787 34.1226,-118.3782 34.1222,-118.3772 34.1223,-118.3761 34.1219,-118.3757 34.1219,-118.3755 34.1223,-118.3758 34.1226,-118.3758 34.1232,-118.3755 34.1235,-118.3753 34.1235,-118.375 34.123,-118.3748 34.123,-118.3745 34.1226,-118.3742 34.1225,-118.3743 34.122,-118.374 34.1217,-118.3731 34.1216,-118.3728 34.1213,-118.3728 34.121,-118.3738 34.1204,-118.3748 34.1204,-118.3757 34.1195,-118.3756 34.1187,-118.3758 34.1185,-118.3758 34.1182,-118.3749 34.1167,-118.3748 34.1159,-118.3745 34.1156,-118.3745 34.1151,-118.3742 34.1148,-118.3752 34.114,-118.3756 34.1139,-118.3763 34.1141,-118.3777 34.114,-118.379 34.1142,-118.3797 34.1145,-118.3804 34.1145,-118.3813 34.1137,-118.3814 34.1133,-118.3822 34.1132,-118.3831 34.1126,-118.3837 34.1126,-118.3843 34.1129,-118.3849 34.1128,-118.3852 34.1123,-118.3862 34.1115,-118.3879 34.1089,-118.3887 34.1081,-118.3894 34.1081,-118.3897 34.1085,-118.3902 34.1085,-118.3905 34.1083,-118.3905 34.1078,-118.3902 34.1076,-118.3892 34.1077,-118.3886 34.1074,-118.3904 34.1072,-118.3907 34.107,-118.3907 34.1068,-118.3912 34.1067,-118.3914 34.1061,-118.3921 34.1063,-118.3921 34.1061,-118.3923 34.1061,-118.3923 34.1063,-118.3913 34.1074,-118.3914 34.1077,-118.3906 34.1092,-118.3911 34.1124,-118.3966 34.1124,-118.3966 34.1116,-118.3992 34.1115,-118.3997 34.111,-118.4001 34.1109,-118.3987 34.1088,-118.401 34.1087,-118.4009 34.094,-118.4014 34.0938,-118.4015 34.0942,-118.4018 34.0942,-118.4021 34.0937,-118.4025 34.0937,-118.4053 34.0963,-118.4054 34.1015,-118.4087 34.1015,-118.4086 34.101,-118.4088 34.1004,-118.4092 34.1001,-118.409 34.0999,-118.4091 34.0989,-118.4089 34.0988,-118.4089 34.098,-118.4091 34.0976,-118.4086 34.0971,-118.4089 34.0971,-118.4091 34.0966,-118.4095 34.0962,-118.4092 34.0956,-118.4094 34.0949,-118.4115 34.0935,-118.4118 34.0923,-118.4125 34.0927,-118.4132 34.0935,-118.4139 34.094,-118.4139 34.0943,-118.4227 34.0943,-118.4227 34.0906,-118.4236 34.0904,-118.4241 34.0904,-118.4241 34.0906,-118.427 34.0906,-118.427 34.083,-118.4228 34.0831,-118.4228 34.0799,-118.4255 34.0809,-118.4271 34.0808,-118.4278 34.0805,-118.4286 34.0793,-118.4296 34.0792,-118.4303 34.0797,-118.4309 34.0814,-118.4319 34.0824,-118.4324 34.0826,-118.434 34.0828,-118.4348 34.0824,-118.4351 34.081,-118.4355 34.0806,-118.4368 34.0802,-118.4377 34.0794,-118.4402 34.0777,-118.4406 34.0775,-118.443 34.0774,-118.4441 34.0769,-118.4445 34.0764,-118.4449 34.0742,-118.4452 34.0738,-118.4456 34.0736,-118.4488 34.0735,-118.4492 34.0738,-118.4499 34.0751,-118.4504 34.0756,-118.4533 34.077,-118.454 34.077,-118.4543 34.0769,-118.4572 34.0744,-118.4582 34.0743,-118.4586 34.0745,-118.4592 34.0744,-118.461 34.0731,-118.462 34.073,-118.4627 34.0733,-118.4635 34.074,-118.4644 34.074,-118.4666 34.0728,-118.4707 34.0781,-118.4729 34.0803,-118.4738 34.0816,-118.4743 34.0827,-118.4747 34.0842,-118.4762 34.095,-118.4775 34.0973,-118.478 34.0986,-118.478 34.1002,-118.4773 34.1025,-118.4774 34.1042,-118.4781 34.1056,-118.4813 34.1098,-118.4819 34.1109,-118.4821 34.1116,-118.4817 34.1182,-118.4809 34.1198,-118.4757 34.1262,-118.4755 34.1264,-118.4746 34.1264,-118.4736 34.1268,-118.4715 34.1297,-118.4708 34.1301,-118.4698 34.1303,-118.4691 34.1296,-118.4688 34.1295,-118.4681 34.1296,-118.4678 34.1294,-118.4672 34.1294,-118.4669 34.1297,-118.4662 34.1298,-118.4658 34.1302,-118.4641 34.1301,-118.4635 34.1305,-118.4635 34.1307,-118.463 34.1311,-118.4616 34.1308,-118.4609 34.1303,-118.4604 34.1303,-118.4602 34.1305,-118.459 34.1305,-118.4584 34.1308,-118.4578 34.1316,-118.4571 34.1321,-118.4563 34.1322,-118.4561 34.1326,-118.4557 34.1329,-118.4546 34.1329,-118.454 34.1323,-118.4534 34.132,-118.4513 34.1318),(-118.4174 34.1054,-118.4174 34.1052,-118.4098 34.1052,-118.4097 34.1089,-118.4118 34.1089,-118.4118 34.1107,-118.414 34.1107,-118.414 34.112,-118.4159 34.112,-118.4161 34.1123,-118.416 34.1125,-118.4175 34.1125,-118.4176 34.1068,-118.4174 34.1054))"
LAS-004,7bc760cd-ec62-422f-8036-98ab255767a8,LAS-004,a152b4b5-8e1f-42df-b275-2506dbcfcd25,SurveyLA - Brentwood - Pacific Palisades Survey,81dd62d2-6701-4195-b74b-8057456bba4b,"MULTIPOLYGON (((-118.59920420228713 34.0743366355007,-118.56475172733877 34.130168155501501,-118.56873255761012 34.131688128841652,-118.56544939195568 34.133470714233319,-118.56309387182263 34.130786695898273,-118.56019182223646 34.129984380604597,-118.55759209990252 34.127312572085081,-118.55661424414853 34.127141817488038,-118.55602046328502 34.12848322240648,-118.55375191028185 34.128590115946182,-118.55491362748704 34.12685387956742,-118.55324421216672 34.126001354316443,-118.54960518397442 34.126505105889159,-118.54766147525505 34.125894000448262,-118.54296937672713 34.127124167092781,-118.54165462964238 34.128990180048632,-118.53934819696417 34.129765731179212,-118.53948419591815 34.131167024430397,-118.53624579260473 34.130212879771804,-118.53492847730732 34.131631113674167,-118.53385437556028 34.129683062151251,-118.53269935510042 34.131051394638327,-118.53171716081086 34.129734965346508,-118.52194438200895 34.128062043670411,-118.5188190339434 34.129113273041412,-118.51318149132368 34.129119258626815,-118.50857501639099 34.131032473721092,-118.5039745547904 34.127784733471636,-118.50286812112483 34.128155252490501,-118.50228742022047 34.130492559860983,-118.50241381784738 34.129327665773822,-118.50115470494126 34.129027573415989,-118.49701722219268 34.130634593469438,-118.4952094585817 34.129951960215259,-118.49262110036692 34.131125173981708,-118.48513505526454 34.129924144863324,-118.48280030917888 34.130600243562732,-118.47954509415973 34.129362165714134,-118.47844627093582 34.126431571406677,-118.47551924799922 34.126359119169251,-118.48141768264995 34.118845847792969,-118.48213433308634 34.112284498350476,-118.4774474398165 34.104161030821004,-118.47799505219126 34.098771833388973,-118.47620066534914 34.094825794877544,-118.47420406410679 34.082576385554944,-118.46660081720572 34.072799695391346,-118.46613412119996 34.073041663113443,-118.45507013656808 34.060297176194844,-118.45878053889005 34.058073367599761,-118.46110035165594 34.060046063932674,-118.46319978606863 34.065065873850756,-118.46673123597762 34.067707511758371,-118.46889312028166 34.065871377848282,-118.46795336178238 34.060910461476283,-118.45922100570971 34.050784812656545,-118.47095930320587 34.041276365490837,-118.47718918262491 34.046620458811709,-118.4838173910713 34.041554973003457,-118.49441345793426 34.050616231791139,-118.5039649065471 34.040723980986513,-118.5045801866238 34.041292808337936,-118.50755117485203 34.040076476450302,-118.50834556581238 34.039154211335422,-118.5076884598662 34.036268582707685,-118.50859277404417 34.033062546819778,-118.51757050985738 34.025054183118058,-118.52614555343817 34.030458275804676,-118.54499014770305 34.038396151547012,-118.54997237799076 34.039102083422698,-118.55635806976272 34.037899831505825,-118.56291873049808 34.040654420728949,-118.56713994857324 34.041382646268112,-118.57010732226138 34.047116956659728,-118.57039483814731 34.069346457031095,-118.59920420228713 34.0743366355007)))"
